12/13 assists,12/13 games,12/13 goals,12/13 minutes,13/14 assists,13/14 games,13/14 goals,13/14 minutes,14/15 assists,14/15 games,14/15 goals,14/15 minutes,15/16 assists,15/16 games,15/16 goals,15/16 minutes,16/17 assists,16/17 games,16/17 goals,16/17 minutes,17/18 assists,17/18 games,17/18 goals,17/18 minutes,age,current club,current league,foot,height,name,nationality,position
3.0,35.0,3.0,2291.0,0.0,15.0,0.0,623.0,5.0,36.0,6.0,2665.0,6.0,26.0,3.0,1713.0,2.0,11.0,0.0,493.0,2.0,17.0,4.0,1239.0,28,Kardemir Karabükspor,Süper Lig,both,167.0,Gabriel Torje,Romania,W
8.0,35.0,12.0,2000.0,3.0,37.0,16.0,2206.0,2.0,39.0,13.0,2004.0,2.0,33.0,16.0,2741.0,2.0,23.0,8.0,1527.0,0.0,14.0,2.0,674.0,32,Kardemir Karabükspor,Süper Lig,right,185.0,Evgen Seleznev,Ukraine,CF
6.0,36.0,22.0,3073.0,5.0,38.0,20.0,3330.0,3.0,30.0,5.0,1726.0,2.0,31.0,5.0,1628.0,1.0,26.0,6.0,1622.0,1.0,13.0,5.0,923.0,31,Kardemir Karabükspor,Süper Lig,right,186.0,Mustapha Yatabaré,Mali  France,CF
1.0,30.0,12.0,2327.0,3.0,36.0,13.0,2831.0,3.0,30.0,8.0,1573.0,2.0,19.0,5.0,957.0,0.0,16.0,2.0,563.0,0.0,4.0,1.0,144.0,31,Kardemir Karabükspor,Süper Lig,right,179.0,Serdar Deliktas,Turkey,CF
4.0,24.0,2.0,1400.0,2.0,14.0,0.0,169.0,2.0,18.0,2.0,871.0,10.0,39.0,9.0,2559.0,13.0,48.0,7.0,3862.0,2.0,13.0,2.0,1159.0,24,Ajax Amsterdam,Eredivisie,both,168.0,Amin Younes,Germany  Lebanon,W
,,,,,,,,0.0,1.0,0.0,90.0,3.0,5.0,0.0,173.0,18.0,42.0,10.0,2726.0,2.0,16.0,4.0,976.0,18,Ajax Amsterdam,Eredivisie,both,171.0,Justin Kluivert,Netherlands,W
,,,,,,,,,,,,0.0,12.0,2.0,718.0,3.0,32.0,12.0,2549.0,2.0,12.0,4.0,917.0,19,Ajax Amsterdam,Eredivisie,right,185.0,Dennis Johnsen,Norway,W
,,,,,,,,,,,,0.0,8.0,3.0,620.0,4.0,16.0,5.0,855.0,9.0,18.0,8.0,1196.0,20,Ajax Amsterdam,Eredivisie,left,175.0,David Neres,Brazil,W
,,,,0.0,2.0,0.0,108.0,4.0,33.0,14.0,2498.0,8.0,34.0,9.0,2257.0,10.0,38.0,16.0,2790.0,3.0,8.0,2.0,435.0,20,Ajax Amsterdam,Eredivisie,left,179.0,Vaclav Cerny,Czech Republic,W
,,,,,,,,0.0,3.0,0.0,72.0,1.0,22.0,8.0,1783.0,8.0,48.0,23.0,3368.0,2.0,21.0,6.0,1362.0,20,Ajax Amsterdam,Eredivisie,right,187.0,Kasper Dolberg,Denmark,CF
,,,,,,,,2.0,19.0,7.0,1233.0,1.0,24.0,6.0,1567.0,5.0,46.0,15.0,2448.0,4.0,15.0,9.0,1263.0,20,Ajax Amsterdam,Eredivisie,right,184.0,Mateo Cassierra,Colombia,CF
6.0,35.0,16.0,2880.0,2.0,21.0,14.0,1685.0,4.0,37.0,14.0,3190.0,6.0,40.0,16.0,3166.0,1.0,24.0,5.0,1130.0,6.0,15.0,5.0,846.0,34,Ajax Amsterdam,Eredivisie,right,186.0,Klaas-Jan Huntelaar,Netherlands,CF
,,,,4.0,16.0,2.0,873.0,7.0,40.0,9.0,3217.0,10.0,47.0,12.0,3884.0,7.0,37.0,18.0,2980.0,5.0,17.0,11.0,1418.0,22,PSV Eindhoven,Eredivisie,right,175.0,Hirving Lozano,Mexico,W
0.0,0.0,0.0,0.0,5.0,21.0,5.0,1336.0,4.0,25.0,7.0,1782.0,3.0,39.0,14.0,1743.0,4.0,38.0,11.0,2632.0,2.0,18.0,5.0,1193.0,22,PSV Eindhoven,Eredivisie,left,188.0,Gastón Pereiro,Uruguay,W
,,,,0.0,3.0,0.0,130.0,4.0,18.0,4.0,1228.0,4.0,30.0,10.0,1928.0,3.0,37.0,4.0,1673.0,3.0,17.0,2.0,875.0,20,PSV Eindhoven,Eredivisie,right,178.0,Steven Bergwijn,Netherlands  Suriname,W
,,,,,,,,,,,,,,,,,,,,3.0,13.0,2.0,875.0,18,PSV Eindhoven U21,Eredivisie,left,171.0,Mauro Júnior,Brazil,W
0.0,1.0,0.0,5.0,0.0,2.0,0.0,180.0,2.0,24.0,3.0,1697.0,6.0,31.0,5.0,2198.0,4.0,34.0,18.0,2637.0,6.0,12.0,5.0,698.0,20,PSV Eindhoven,Eredivisie,right,177.0,Albert Gudmundsson,Iceland,W
4.0,31.0,8.0,2023.0,1.0,26.0,0.0,791.0,14.0,45.0,26.0,3930.0,12.0,44.0,32.0,3849.0,9.0,39.0,9.0,3388.0,6.0,16.0,2.0,1019.0,27,PSV Eindhoven,Eredivisie,right,188.0,Luuk de Jong,Netherlands,CF
4.0,37.0,29.0,2096.0,6.0,41.0,17.0,2887.0,5.0,37.0,9.0,1606.0,14.0,42.0,12.0,2904.0,4.0,17.0,4.0,1036.0,7.0,18.0,9.0,1495.0,24,PSV Eindhoven,Eredivisie,right,185.0,Jürgen Locadia,Netherlands  Curacao,CF
,,,,,,,,7.0,19.0,7.0,1645.0,9.0,42.0,13.0,3136.0,5.0,44.0,21.0,3248.0,3.0,14.0,8.0,921.0,20,PSV Eindhoven,Eredivisie,both,189.0,Sam Lammers,Netherlands,CF
12.0,37.0,8.0,2701.0,5.0,20.0,2.0,1654.0,6.0,31.0,8.0,2667.0,9.0,37.0,6.0,3265.0,16.0,36.0,9.0,2770.0,2.0,19.0,5.0,1063.0,24,Feyenoord Rotterdam,Eredivisie,right,180.0,Sam Larsson,Sweden,W
5.0,26.0,6.0,1885.0,10.0,33.0,11.0,2318.0,4.0,44.0,5.0,2556.0,1.0,19.0,4.0,978.0,6.0,29.0,8.0,1732.0,3.0,21.0,3.0,1431.0,23,Feyenoord Rotterdam,Eredivisie,right,178.0,Jean-Paul Boëtius,Netherlands  Suriname,W
,,,,,,,,,,,,,,,,0.0,7.0,0.0,386.0,1.0,15.0,0.0,901.0,16,Feyenoord Rotterdam,Eredivisie,,,Cheick Toure,Netherlands  Guinea,W
2.0,44.0,5.0,2398.0,11.0,48.0,14.0,2968.0,6.0,25.0,11.0,1892.0,2.0,11.0,0.0,317.0,7.0,38.0,8.0,2547.0,5.0,21.0,9.0,1721.0,25,Feyenoord Rotterdam,Eredivisie,left,182.0,Steven Berghuis,Netherlands,W
2.0,32.0,0.0,2321.0,6.0,35.0,8.0,2688.0,5.0,29.0,3.0,1526.0,7.0,41.0,4.0,2083.0,7.0,38.0,4.0,1590.0,2.0,13.0,1.0,636.0,22,Feyenoord Rotterdam,Eredivisie,right,173.0,Bilal Basacikoglu,Turkey  Netherlands,W
8.0,36.0,12.0,2508.0,5.0,24.0,8.0,1701.0,2.0,37.0,12.0,2756.0,7.0,40.0,19.0,3336.0,17.0,42.0,25.0,3420.0,2.0,16.0,7.0,1196.0,26,Feyenoord Rotterdam,Eredivisie,right,190.0,Nicolai Jörgensen,Denmark,CF
7.0,37.0,26.0,3197.0,4.0,31.0,9.0,1843.0,3.0,33.0,17.0,2800.0,10.0,40.0,20.0,2968.0,2.0,31.0,7.0,1120.0,1.0,16.0,3.0,895.0,29,Feyenoord Rotterdam,Eredivisie,right,196.0,Michiel Kramer,Netherlands,CF
,,,,,,,,,,,,,,,,1.0,31.0,20.0,2593.0,0.0,19.0,7.0,1214.0,18,Feyenoord Rotterdam,Eredivisie,right,184.0,Dylan Vente,Netherlands,CF
,,,,1.0,24.0,0.0,1808.0,11.0,33.0,5.0,2175.0,13.0,44.0,5.0,3064.0,8.0,46.0,6.0,2809.0,0.0,14.0,2.0,705.0,21,AZ Alkmaar,Eredivisie,right,176.0,Dabney dos Santos,Netherlands  Cape Verde,W
,,,,,,,,,,,,1.0,16.0,4.0,1055.0,8.0,36.0,7.0,1985.0,3.0,14.0,2.0,870.0,20,AZ Alkmaar,Eredivisie,left,182.0,Levi García,Trinidad and Tobago,W
0.0,28.0,8.0,2264.0,5.0,39.0,9.0,2263.0,18.0,31.0,13.0,2644.0,7.0,30.0,3.0,2113.0,10.0,43.0,12.0,3289.0,11.0,17.0,6.0,1429.0,24,AZ Alkmaar,Eredivisie,both,180.0,Alireza Jahanbakhsh,Iran,W
,,,,,,,,,,,,0.0,20.0,1.0,869.0,11.0,35.0,9.0,2751.0,0.0,1.0,0.0,8.0,18,AZ Alkmaar,Eredivisie,left,182.0,Calvin Stengs,Netherlands  Suriname,W
0.0,30.0,8.0,1878.0,0.0,35.0,13.0,1389.0,9.0,40.0,10.0,3008.0,0.0,39.0,15.0,3358.0,5.0,49.0,18.0,3351.0,4.0,17.0,12.0,1526.0,25,AZ Alkmaar,Eredivisie,right,197.0,Wout Weghorst,Netherlands,CF
0.0,3.0,0.0,46.0,2.0,19.0,3.0,460.0,4.0,29.0,17.0,2018.0,1.0,14.0,8.0,1260.0,2.0,40.0,11.0,2172.0,0.0,10.0,7.0,780.0,22,AZ Alkmaar,Eredivisie,both,187.0,Fred Friday,Nigeria,CF
,,,,,,,,,,,,,,,,0.0,22.0,13.0,1679.0,,,,,16,AZ Alkmaar,Eredivisie,both,180.0,Myron Boadu,Netherlands  Ghana,CF
,,,,0.0,3.0,0.0,193.0,0.0,19.0,0.0,1142.0,3.0,31.0,4.0,1901.0,2.0,21.0,1.0,1234.0,,,,,21,FC Utrecht,Eredivisie,right,185.0,Patrick Joosten,Netherlands,W
0.0,13.0,0.0,1004.0,0.0,7.0,0.0,549.0,4.0,24.0,10.0,1800.0,9.0,36.0,7.0,3095.0,7.0,31.0,11.0,2271.0,4.0,18.0,3.0,1325.0,22,FC Utrecht,Eredivisie,right,175.0,Gyrano Kerk,Netherlands  Suriname,W
0.0,5.0,0.0,329.0,1.0,11.0,2.0,769.0,4.0,29.0,1.0,1432.0,0.0,12.0,0.0,313.0,,,,,0.0,11.0,1.0,750.0,20,FC Utrecht,Eredivisie,left,170.0,Bilal Ould-Chikh,Morocco  Netherlands,W
3.0,33.0,6.0,1728.0,1.0,21.0,2.0,1259.0,5.0,24.0,3.0,868.0,0.0,24.0,3.0,1183.0,1.0,15.0,4.0,822.0,1.0,7.0,3.0,372.0,24,FC Utrecht,Eredivisie,right,182.0,Jean-Christophe Bahebeck,France  Cameroon,CF
4.0,33.0,15.0,2606.0,4.0,25.0,13.0,1860.0,0.0,11.0,3.0,661.0,3.0,37.0,5.0,2152.0,3.0,29.0,6.0,1033.0,0.0,2.0,0.0,180.0,27,FC Utrecht,Eredivisie,right,201.0,Simon Makienok,Denmark,CF
,,,,0.0,2.0,0.0,28.0,1.0,29.0,7.0,975.0,1.0,11.0,0.0,222.0,13.0,40.0,29.0,3390.0,3.0,18.0,8.0,1232.0,23,FC Utrecht,Eredivisie,both,185.0,Cyriel Dessers,Belgium  Nigeria,CF
3.0,29.0,2.0,1563.0,6.0,31.0,8.0,2541.0,6.0,28.0,11.0,2163.0,2.0,21.0,2.0,1107.0,1.0,24.0,0.0,1296.0,3.0,14.0,1.0,698.0,23,FC Utrecht,Eredivisie,right,183.0,Lukas Görtler,Germany,CF
,,,,,,,,,,,,1.0,13.0,6.0,952.0,2.0,30.0,12.0,2235.0,1.0,13.0,6.0,762.0,18,FC Utrecht U21,Eredivisie,right,181.0,Nick Venema,Netherlands,CF
8.0,39.0,15.0,2852.0,7.0,42.0,19.0,2697.0,8.0,31.0,10.0,2384.0,2.0,23.0,4.0,1862.0,6.0,38.0,7.0,2874.0,0.0,7.0,4.0,538.0,22,SC Heerenveen,Eredivisie,right,176.0,Arber Zeneli,Kosovo  Sweden,W
0.0,4.0,0.0,41.0,1.0,21.0,0.0,846.0,2.0,26.0,2.0,1596.0,17.0,25.0,10.0,2155.0,2.0,30.0,2.0,1494.0,2.0,17.0,4.0,766.0,21,SC Heerenveen,Eredivisie,right,173.0,Nemanja Mihajlovic,Serbia,W
,,,,,,,,0.0,6.0,0.0,258.0,,,,,0.0,4.0,0.0,238.0,0.0,7.0,0.0,323.0,20,SC Heerenveen,Eredivisie,,,Ivan Rako,Sweden,W
,,,,6.0,24.0,5.0,1527.0,1.0,13.0,1.0,757.0,7.0,38.0,1.0,2726.0,3.0,31.0,4.0,2071.0,2.0,15.0,1.0,1287.0,18,SC Heerenveen,Eredivisie,left,178.0,Martin Ödegaard,Norway,W
6.0,27.0,15.0,2358.0,0.0,2.0,0.0,67.0,2.0,24.0,3.0,1402.0,3.0,29.0,3.0,1811.0,8.0,27.0,13.0,2291.0,0.0,15.0,4.0,694.0,26,SC Heerenveen,Eredivisie,right,168.0,Marco Rojas,New Zealand  Chile,W
5.0,22.0,12.0,1373.0,1.0,26.0,3.0,1403.0,0.0,9.0,2.0,352.0,1.0,25.0,4.0,1114.0,3.0,39.0,22.0,3354.0,1.0,15.0,3.0,1156.0,30,SC Heerenveen,Eredivisie,left,180.0,Reza Ghoochannejhad,Iran  Netherlands,CF
0.0,20.0,15.0,1554.0,1.0,39.0,15.0,2026.0,8.0,51.0,24.0,2962.0,7.0,39.0,16.0,2380.0,0.0,32.0,13.0,925.0,2.0,18.0,7.0,772.0,26,SC Heerenveen,Eredivisie,right,201.0,Henk Veerman,Netherlands,CF
3.0,39.0,10.0,3010.0,0.0,34.0,13.0,2963.0,10.0,37.0,12.0,2929.0,6.0,41.0,6.0,2601.0,1.0,31.0,11.0,2161.0,3.0,21.0,7.0,1877.0,27,Vitesse Arnhem,Eredivisie,right,170.0,Bryan Linssen,Netherlands,W
,,,,,,,,0.0,5.0,0.0,450.0,5.0,26.0,9.0,2191.0,3.0,29.0,8.0,2299.0,0.0,11.0,2.0,907.0,19,Vitesse Arnhem U21,Eredivisie,,,Lars ten Teije,Netherlands,W
,,,,,,,,,,,,5.0,35.0,8.0,2607.0,14.0,39.0,4.0,3044.0,4.0,21.0,3.0,1758.0,21,Vitesse Arnhem,Eredivisie,right,178.0,Milot Rashica,Kosovo  Albania,W
,,,,,,,,,,,,4.0,19.0,3.0,1437.0,5.0,27.0,1.0,1086.0,0.0,11.0,2.0,729.0,18,Vitesse Arnhem,Eredivisie,right,170.0,Mitchell van Bergen,Netherlands,W
11.0,39.0,20.0,2505.0,3.0,24.0,4.0,1335.0,1.0,17.0,3.0,603.0,1.0,24.0,0.0,1284.0,3.0,21.0,5.0,1579.0,2.0,21.0,8.0,1687.0,28,Vitesse Arnhem,Eredivisie,right,188.0,Tim Matavz,Slovenia,CF
6.0,51.0,16.0,3715.0,5.0,31.0,14.0,2639.0,0.0,35.0,14.0,2794.0,3.0,21.0,5.0,1028.0,0.0,14.0,0.0,430.0,1.0,19.0,2.0,585.0,25,Vitesse Arnhem,Eredivisie,right,188.0,Luc Castaignos,Netherlands,CF
0.0,43.0,9.0,2484.0,3.0,21.0,6.0,1416.0,4.0,36.0,3.0,1947.0,0.0,20.0,8.0,833.0,4.0,35.0,18.0,2747.0,3.0,15.0,6.0,1134.0,23,FC Groningen,Eredivisie,right,181.0,Mimoun Mahi,Morocco  Netherlands,W
,,,,1.0,17.0,1.0,1332.0,1.0,29.0,4.0,2017.0,8.0,31.0,12.0,2013.0,4.0,31.0,5.0,1695.0,0.0,15.0,5.0,921.0,21,FC Groningen,Eredivisie,right,183.0,Oussama Idrissi,Netherlands  Morocco,W
,,,,,,,,0.0,3.0,0.0,196.0,,,,,0.0,1.0,0.0,19.0,0.0,10.0,0.0,654.0,20,FC Groningen,Eredivisie,right,174.0,Uriel Antuna,Mexico,W
6.0,36.0,19.0,2921.0,12.0,45.0,35.0,3807.0,0.0,14.0,0.0,340.0,9.0,36.0,14.0,3105.0,3.0,33.0,9.0,2079.0,1.0,14.0,3.0,686.0,26,FC Groningen,Eredivisie,,196.0,Lars Veldwijk,South Africa  Netherlands,CF
4.0,36.0,19.0,3112.0,0.0,5.0,3.0,205.0,3.0,36.0,16.0,2956.0,3.0,34.0,15.0,2918.0,1.0,19.0,6.0,1267.0,1.0,15.0,4.0,901.0,27,FC Groningen,Eredivisie,right,181.0,Tom van Weert,Netherlands,CF
1.0,14.0,0.0,717.0,5.0,26.0,5.0,1554.0,4.0,38.0,3.0,2009.0,0.0,1.0,0.0,29.0,0.0,6.0,1.0,265.0,0.0,15.0,6.0,1103.0,29,FC Twente Enschede,Eredivisie,right,175.0,Oussama Assaidi,Morocco  Netherlands,W
9.0,26.0,7.0,1736.0,1.0,14.0,2.0,556.0,3.0,39.0,16.0,3192.0,0.0,19.0,1.0,704.0,2.0,32.0,7.0,1926.0,0.0,12.0,2.0,460.0,25,FC Twente Enschede,Eredivisie,both,180.0,Adnane Tighadouini,Morocco  Netherlands,W
1.0,33.0,16.0,2425.0,5.0,35.0,6.0,2003.0,4.0,38.0,12.0,3306.0,7.0,39.0,7.0,2754.0,6.0,38.0,8.0,1856.0,1.0,18.0,1.0,960.0,24,FC Twente Enschede,Eredivisie,right,179.0,Luciano Slagveer,Netherlands  Suriname,W
,,,,0.0,24.0,3.0,1587.0,0.0,26.0,5.0,1836.0,1.0,23.0,5.0,1105.0,3.0,30.0,4.0,1375.0,0.0,4.0,0.0,254.0,20,FC Twente Enschede,Eredivisie,right,174.0,Nikola Gjorgjev,Macedonia  Switzerland,W
,,,,,,,,0.0,4.0,2.0,158.0,0.0,13.0,4.0,955.0,2.0,19.0,7.0,967.0,0.0,9.0,0.0,314.0,19,FC Twente Enschede,Eredivisie,right,175.0,Isaac Buckley-Ricketts,England,W
,,,,,,,,,,,,0.0,19.0,4.0,1149.0,1.0,30.0,8.0,2140.0,0.0,10.0,2.0,630.0,19,FC Twente Enschede,Eredivisie,right,,Dylan George,Netherlands,W
0.0,0.0,0.0,0.0,0.0,18.0,4.0,1176.0,5.0,34.0,9.0,2436.0,1.0,19.0,3.0,976.0,6.0,39.0,34.0,3434.0,4.0,17.0,6.0,1432.0,25,FC Twente Enschede,Eredivisie,right,185.0,Tom Boere,Netherlands,CF
0.0,15.0,4.0,618.0,0.0,25.0,4.0,900.0,3.0,37.0,15.0,2791.0,1.0,21.0,9.0,1537.0,1.0,30.0,7.0,1464.0,0.0,5.0,1.0,405.0,22,FC Twente Enschede,Eredivisie,,194.0,Jari Oosterwijk,Netherlands,CF
0.0,19.0,11.0,1079.0,3.0,29.0,19.0,2279.0,3.0,36.0,12.0,2493.0,8.0,27.0,9.0,2198.0,2.0,27.0,1.0,723.0,0.0,10.0,0.0,307.0,20,FC Twente Enschede,Eredivisie,right,194.0,Marko Kvasina,Austria  Croatia,CF
5.0,38.0,10.0,3175.0,10.0,30.0,5.0,1806.0,7.0,39.0,7.0,2789.0,0.0,10.0,1.0,342.0,3.0,28.0,5.0,1740.0,3.0,17.0,6.0,1451.0,26,PEC Zwolle,Eredivisie,right,177.0,Youness Mokhtar,Morocco  Netherlands,W
2.0,16.0,4.0,614.0,7.0,38.0,10.0,3022.0,5.0,36.0,4.0,2065.0,0.0,14.0,1.0,729.0,0.0,32.0,2.0,1436.0,2.0,19.0,6.0,828.0,24,PEC Zwolle,Eredivisie,,175.0,Terell Ondaan,Netherlands  Suriname,W
0.0,0.0,0.0,0.0,1.0,30.0,2.0,1658.0,3.0,39.0,7.0,2405.0,2.0,8.0,1.0,441.0,2.0,29.0,3.0,1845.0,2.0,17.0,4.0,1410.0,23,PEC Zwolle,Eredivisie,left,180.0,Younes Namli,Denmark  Morocco,W
0.0,30.0,5.0,1249.0,5.0,29.0,4.0,1680.0,0.0,7.0,1.0,301.0,,,,,1.0,14.0,1.0,718.0,0.0,6.0,1.0,364.0,26,PEC Zwolle,Eredivisie,both,177.0,Athanasios Karagounis,Greece,W
5.0,40.0,18.0,2788.0,3.0,22.0,16.0,1889.0,0.0,32.0,11.0,1938.0,0.0,28.0,7.0,1126.0,6.0,39.0,25.0,3461.0,3.0,15.0,3.0,966.0,24,PEC Zwolle,Eredivisie,both,191.0,Piotr Parzyszek,Poland  Netherlands,CF
0.0,16.0,3.0,1010.0,1.0,32.0,8.0,1685.0,6.0,40.0,13.0,1939.0,3.0,30.0,10.0,1510.0,0.0,15.0,2.0,448.0,3.0,14.0,4.0,585.0,29,PEC Zwolle,Eredivisie,both,187.0,Stef Nijland,Netherlands,CF
0.0,8.0,1.0,520.0,4.0,22.0,6.0,1867.0,2.0,25.0,3.0,1484.0,7.0,31.0,4.0,1779.0,4.0,28.0,7.0,1955.0,3.0,17.0,6.0,1220.0,23,Heracles Almelo,Eredivisie,right,180.0,Kristoffer Peterson,Sweden,W
,,,,,,,,,,,,0.0,32.0,2.0,1527.0,2.0,18.0,1.0,1228.0,0.0,2.0,0.0,133.0,19,Heracles Almelo,Eredivisie,right,174.0,Zeki Erkilinc,Netherlands  Turkey,W
5.0,46.0,7.0,2931.0,8.0,40.0,2.0,3099.0,18.0,44.0,9.0,3717.0,3.0,38.0,5.0,2835.0,13.0,38.0,8.0,2871.0,8.0,13.0,3.0,996.0,25,Heracles Almelo,Eredivisie,left,181.0,Brandley Kuwas,Curacao  Netherlands,W
0.0,27.0,11.0,2046.0,5.0,26.0,6.0,1379.0,4.0,28.0,4.0,1805.0,7.0,47.0,8.0,2930.0,4.0,36.0,3.0,1873.0,2.0,9.0,0.0,721.0,23,Heracles Almelo,Eredivisie,right,175.0,Brahim Darri,Netherlands  Morocco,W
0.0,16.0,8.0,1153.0,1.0,21.0,10.0,1674.0,4.0,37.0,16.0,2011.0,6.0,38.0,5.0,2861.0,3.0,35.0,1.0,1897.0,2.0,12.0,0.0,656.0,25,Heracles Almelo,Eredivisie,,176.0,Jaroslav Navrátil,Czech Republic,W
0.0,34.0,12.0,2398.0,2.0,41.0,20.0,3502.0,4.0,38.0,15.0,3203.0,6.0,44.0,24.0,2386.0,0.0,8.0,3.0,636.0,1.0,17.0,4.0,1328.0,25,Heracles Almelo,Eredivisie,,188.0,Paul Gladon,Netherlands,CF
0.0,9.0,1.0,433.0,3.0,34.0,11.0,2030.0,6.0,46.0,21.0,3829.0,1.0,41.0,12.0,2807.0,2.0,22.0,6.0,1134.0,0.0,15.0,7.0,595.0,23,Heracles Almelo,Eredivisie,,196.0,Vincent Vermeij,Netherlands,CF
0.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,164.0,0.0,10.0,4.0,500.0,2.0,23.0,2.0,813.0,0.0,3.0,0.0,182.0,22,Heracles Almelo,Eredivisie,right,177.0,Kai Huisman,Netherlands,CF
0.0,2.0,0.0,62.0,2.0,20.0,8.0,1168.0,13.0,41.0,7.0,2557.0,3.0,16.0,2.0,852.0,0.0,18.0,0.0,781.0,1.0,3.0,0.0,83.0,22,ADO Den Haag,Eredivisie,left,183.0,Ricardo Kishna,Netherlands  Suriname,W
2.0,27.0,6.0,1988.0,0.0,8.0,0.0,608.0,6.0,17.0,7.0,1412.0,14.0,32.0,3.0,2823.0,7.0,36.0,2.0,2644.0,0.0,9.0,0.0,365.0,34,ADO Den Haag,Eredivisie,right,179.0,Édouard Duplan,France,W
0.0,20.0,7.0,1426.0,3.0,15.0,4.0,818.0,1.0,6.0,1.0,258.0,1.0,18.0,1.0,729.0,0.0,30.0,2.0,1456.0,0.0,16.0,2.0,750.0,23,ADO Den Haag,Eredivisie,right,188.0,Melvyn Lorenzen,Germany,W
0.0,9.0,0.0,698.0,2.0,23.0,1.0,1644.0,6.0,29.0,5.0,1777.0,5.0,28.0,4.0,1965.0,3.0,34.0,3.0,2064.0,3.0,15.0,1.0,1286.0,22,ADO Den Haag,Eredivisie,right,180.0,Sheraldo Becker,Netherlands  Suriname,W
4.0,37.0,6.0,2702.0,2.0,28.0,6.0,1658.0,1.0,22.0,2.0,1292.0,3.0,36.0,5.0,2285.0,1.0,10.0,0.0,547.0,2.0,15.0,2.0,533.0,26,ADO Den Haag,Eredivisie,right,169.0,Elson Hooi,Curacao  Netherlands,W
0.0,2.0,0.0,68.0,,,,,2.0,45.0,22.0,3455.0,2.0,24.0,8.0,1656.0,7.0,37.0,7.0,2161.0,1.0,16.0,5.0,981.0,26,ADO Den Haag,Eredivisie,right,195.0,Björn Johnsen,Norway  United States,CF
,,,,,,,,,,,,0.0,1.0,0.0,90.0,0.0,21.0,7.0,1662.0,1.0,13.0,7.0,995.0,17,ADO Den Haag,Eredivisie,both,177.0,Delano Ladan,Netherlands,CF
,,,,,,,,0.0,8.0,4.0,595.0,0.0,18.0,5.0,1099.0,0.0,13.0,2.0,778.0,2.0,12.0,0.0,622.0,20,Willem II Tilburg,Eredivisie,right,176.0,Mo El Hankouri,Netherlands  Morocco,W
2.0,9.0,1.0,389.0,1.0,10.0,0.0,359.0,10.0,40.0,6.0,3365.0,9.0,40.0,10.0,3597.0,11.0,35.0,3.0,2710.0,0.0,10.0,1.0,438.0,23,Willem II Tilburg,Eredivisie,left,172.0,Jordy Croux,Belgium,W
0.0,11.0,0.0,344.0,1.0,21.0,3.0,905.0,1.0,26.0,7.0,1645.0,1.0,16.0,1.0,793.0,0.0,14.0,1.0,797.0,0.0,7.0,1.0,433.0,24,Willem II Tilburg,Eredivisie,left,184.0,Karim Coulibaly,France  Senegal,W
,,,,,,,,1.0,7.0,2.0,378.0,0.0,10.0,1.0,515.0,0.0,1.0,2.0,60.0,4.0,17.0,2.0,902.0,19,Willem II Tilburg,Eredivisie,right,177.0,Ismail Azzaoui,Belgium  Morocco,W
,,,,,,,,,,,,0.0,9.0,3.0,624.0,0.0,27.0,1.0,1421.0,,,,,20,Willem II Tilburg,Eredivisie,right,183.0,Asumah Abubakar,Portugal  Ghana,W
0.0,15.0,1.0,523.0,0.0,31.0,7.0,1404.0,0.0,38.0,11.0,2597.0,0.0,37.0,16.0,3096.0,0.0,31.0,10.0,2251.0,2.0,15.0,9.0,1313.0,25,Willem II Tilburg,Eredivisie,,180.0,Fran Sol,Spain,CF
0.0,8.0,1.0,553.0,2.0,9.0,2.0,452.0,3.0,33.0,14.0,2878.0,2.0,21.0,12.0,1672.0,0.0,17.0,3.0,599.0,0.0,8.0,9.0,547.0,33,Willem II Tilburg,Eredivisie,both,178.0,Bartholomew Ogbeche,Nigeria  France,CF
0.0,7.0,0.0,247.0,0.0,7.0,1.0,259.0,2.0,17.0,5.0,1194.0,1.0,29.0,24.0,2588.0,2.0,33.0,8.0,1964.0,1.0,6.0,3.0,390.0,28,Willem II Tilburg,Eredivisie,left,178.0,Etien Velikonja,Slovenia,CF
0.0,30.0,9.0,1944.0,1.0,33.0,5.0,2408.0,4.0,33.0,13.0,2655.0,2.0,27.0,4.0,1522.0,0.0,33.0,8.0,2200.0,1.0,8.0,0.0,573.0,25,Excelsior Rotterdam,Eredivisie,right,172.0,Stanley Elbers,Netherlands  Suriname,W
,,,,0.0,2.0,0.0,23.0,0.0,9.0,1.0,330.0,7.0,31.0,15.0,2181.0,8.0,28.0,3.0,2351.0,0.0,13.0,2.0,794.0,21,Excelsior Rotterdam,Eredivisie,both,175.0,Jinty Caenepeel,Belgium,W
6.0,35.0,11.0,2719.0,2.0,35.0,10.0,3110.0,2.0,34.0,6.0,2868.0,2.0,28.0,3.0,1496.0,4.0,29.0,4.0,1768.0,2.0,13.0,3.0,898.0,26,Excelsior Rotterdam,Eredivisie,both,185.0,Mike van Duinen,Netherlands,CF
0.0,0.0,0.0,0.0,0.0,6.0,0.0,451.0,3.0,21.0,14.0,1397.0,0.0,27.0,11.0,1610.0,3.0,24.0,9.0,1915.0,1.0,19.0,5.0,1287.0,21,Excelsior Rotterdam,Eredivisie,right,177.0,Zakaria El Azzouzi,Netherlands  Morocco,CF
