12/13 assists,12/13 games,12/13 goals,12/13 minutes,13/14 assists,13/14 games,13/14 goals,13/14 minutes,14/15 assists,14/15 games,14/15 goals,14/15 minutes,15/16 assists,15/16 games,15/16 goals,15/16 minutes,16/17 assists,16/17 games,16/17 goals,16/17 minutes,17/18 assists,17/18 games,17/18 goals,17/18 minutes,age,current club,current league,foot,height,name,nationality,position
,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,4.0,0.0,49.0,22,Arsenal Tula II,Premier Liga,right,186.0,Aslanbek Sikoev,Russia,CF
4.0,17.0,2.0,820.0,3.0,25.0,3.0,1206.0,2.0,21.0,1.0,1299.0,1.0,17.0,1.0,903.0,1.0,24.0,3.0,1745.0,0.0,18.0,2.0,1209.0,26,Anzhi Makhachkala,Premier Liga,right,180.0,Pavel Yakovlev,Russia,W
,,,,3.0,25.0,3.0,1531.0,4.0,27.0,6.0,2183.0,7.0,31.0,9.0,2252.0,1.0,18.0,3.0,754.0,5.0,18.0,4.0,1541.0,29,Anzhi Makhachkala,Premier Liga,left,185.0,Ivan Markelov,Russia,W
1.0,14.0,2.0,755.0,2.0,20.0,2.0,1067.0,1.0,17.0,0.0,544.0,5.0,27.0,2.0,1630.0,6.0,29.0,8.0,1745.0,5.0,16.0,1.0,738.0,27,Anzhi Makhachkala,Premier Liga,right,181.0,Arsen Khubulov,Russia,W
,,,,2.0,28.0,7.0,1748.0,0.0,24.0,4.0,1151.0,1.0,27.0,8.0,1394.0,1.0,34.0,8.0,2011.0,0.0,9.0,2.0,524.0,25,Anzhi Makhachkala,Premier Liga,right,188.0,Juan Lescano,Argentina,CF
0.0,1.0,0.0,18.0,1.0,23.0,3.0,404.0,0.0,4.0,1.0,176.0,1.0,29.0,11.0,2053.0,0.0,13.0,3.0,453.0,0.0,6.0,0.0,175.0,24,Anzhi Makhachkala,Premier Liga,left,188.0,Konstantin Bazelyuk,Russia,CF
0.0,7.0,1.0,359.0,2.0,28.0,6.0,1022.0,1.0,24.0,4.0,1282.0,1.0,32.0,3.0,2078.0,1.0,15.0,3.0,617.0,3.0,11.0,1.0,867.0,28,Anzhi Makhachkala,Premier Liga,both,185.0,Aleksandr Prudnikov,Russia,CF
,,,,0.0,6.0,2.0,404.0,0.0,7.0,2.0,441.0,0.0,29.0,3.0,994.0,0.0,29.0,4.0,1221.0,0.0,5.0,0.0,144.0,21,Anzhi Makhachkala,Premier Liga,right,187.0,Pavel Dolgov,Russia,CF
,,,,,,,,,,,,,,,,0.0,2.0,0.0,13.0,0.0,3.0,0.0,77.0,19,Anzhi Makhachkala II,Premier Liga,right,185.0,Ivan Ivanchenko,Russia,CF
0.0,28.0,4.0,1759.0,5.0,26.0,5.0,1809.0,1.0,30.0,3.0,2616.0,4.0,28.0,9.0,1551.0,5.0,41.0,9.0,2937.0,0.0,13.0,2.0,510.0,25,FK Tosno,Premier Liga,right,182.0,Nikola Trujic,Serbia,W
0.0,1.0,0.0,20.0,2.0,9.0,3.0,561.0,2.0,27.0,1.0,1877.0,0.0,5.0,0.0,152.0,0.0,8.0,0.0,257.0,2.0,15.0,0.0,1092.0,24,FK Tosno,Premier Liga,right,180.0,Reziuan Mirzov,Russia,W
0.0,5.0,1.0,171.0,1.0,26.0,3.0,1305.0,,,,,3.0,29.0,5.0,1500.0,5.0,34.0,16.0,2562.0,2.0,19.0,4.0,1691.0,26,FK Tosno,Premier Liga,right,188.0,Anton Zabolotnyi,Russia,CF
1.0,28.0,6.0,1864.0,0.0,17.0,4.0,1039.0,2.0,16.0,3.0,776.0,3.0,16.0,2.0,479.0,0.0,9.0,0.0,392.0,,,,,26,FK Tosno,Premier Liga,right,177.0,Ante Vukusic,Croatia,CF
,,,,,,,,0.0,18.0,5.0,1193.0,4.0,28.0,6.0,1141.0,2.0,23.0,8.0,1125.0,1.0,21.0,8.0,1298.0,23,FK Tosno,Premier Liga,right,187.0,Evgeni Markov,Russia,CF
0.0,1.0,0.0,90.0,1.0,21.0,0.0,771.0,0.0,2.0,0.0,90.0,1.0,18.0,2.0,764.0,4.0,27.0,5.0,1314.0,1.0,4.0,0.0,136.0,25,SKA Khabarovsk,Premier Liga,both,175.0,Alejandro Barbaro,Argentina  Italy,W
0.0,2.0,0.0,117.0,,,,,,,,,5.0,34.0,5.0,2522.0,10.0,30.0,2.0,2197.0,1.0,12.0,1.0,798.0,23,SKA Khabarovsk,Premier Liga,right,172.0,Konstantin Savichev,Russia,W
0.0,16.0,0.0,538.0,1.0,24.0,4.0,1911.0,0.0,28.0,0.0,2446.0,1.0,39.0,2.0,3406.0,4.0,35.0,4.0,2626.0,2.0,16.0,0.0,1282.0,28,SKA Khabarovsk,Premier Liga,right,166.0,Vladislav Nikiforov,Russia,W
,,,,,,,,,,,,3.0,33.0,2.0,1574.0,1.0,33.0,6.0,1979.0,2.0,19.0,1.0,1211.0,30,SKA Khabarovsk,Premier Liga,right,175.0,Maksim Kazankov,Russia  Turkmenistan,W
2.0,26.0,8.0,1721.0,2.0,34.0,11.0,2492.0,4.0,27.0,8.0,1846.0,3.0,23.0,9.0,1351.0,3.0,21.0,4.0,1285.0,0.0,14.0,2.0,291.0,29,SKA Khabarovsk,Premier Liga,right,185.0,Ventsislav Hristov,Bulgaria,CF
2.0,23.0,3.0,1438.0,1.0,24.0,6.0,1331.0,0.0,12.0,4.0,631.0,0.0,18.0,2.0,1224.0,0.0,19.0,4.0,1099.0,0.0,18.0,5.0,1429.0,28,SKA Khabarovsk,Premier Liga,both,184.0,Miroslav Markovic,Serbia,CF
,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,72.0,21,SKA Khabarovsk II,Premier Liga,right,169.0,Aleksandr Maksimenko,Russia,CF
2.0,28.0,0.0,1916.0,3.0,36.0,3.0,2858.0,10.0,42.0,13.0,2835.0,10.0,44.0,9.0,3245.0,4.0,31.0,7.0,1927.0,5.0,23.0,6.0,1740.0,27,FC Porto,Liga NOS,right,175.0,Yacine Brahimi,Algeria  France,W
4.0,38.0,5.0,1874.0,0.0,19.0,2.0,581.0,5.0,33.0,13.0,2721.0,5.0,39.0,8.0,2541.0,9.0,41.0,6.0,2219.0,2.0,20.0,2.0,939.0,24,FC Porto,Liga NOS,both,173.0,Jesús Corona,Mexico,W
0.0,28.0,4.0,1382.0,0.0,4.0,0.0,49.0,8.0,32.0,6.0,2123.0,7.0,26.0,8.0,1178.0,7.0,35.0,12.0,2390.0,0.0,9.0,1.0,342.0,26,FC Porto,Liga NOS,left,180.0,Hernâni,Portugal  Cape Verde,W
2.0,30.0,3.0,1340.0,8.0,36.0,16.0,2952.0,4.0,22.0,9.0,1202.0,3.0,42.0,18.0,3066.0,4.0,38.0,19.0,2423.0,5.0,22.0,20.0,1797.0,25,FC Porto,Liga NOS,right,184.0,Vincent Aboubakar,Cameroon,CF
,,,,,,,,0.0,12.0,2.0,387.0,2.0,35.0,14.0,2738.0,4.0,38.0,20.0,3302.0,2.0,10.0,2.0,310.0,26,FC Porto,Liga NOS,right,187.0,Tiquinho Soares,Brazil,CF
0.0,47.0,11.0,3701.0,3.0,32.0,8.0,2318.0,6.0,43.0,5.0,3359.0,8.0,50.0,12.0,3770.0,6.0,33.0,2.0,1805.0,1.0,9.0,0.0,419.0,24,SL Benfica,Liga NOS,right,171.0,Rafa Silva,Portugal,W
,,,,0.0,0.0,0.0,0.0,6.0,30.0,5.0,2139.0,5.0,22.0,2.0,1748.0,7.0,41.0,7.0,2472.0,4.0,16.0,2.0,1054.0,23,SL Benfica,Liga NOS,left,166.0,Franco Cervi,Argentina  Italy,W
,,,,,,,,1.0,18.0,3.0,859.0,5.0,42.0,13.0,2974.0,10.0,40.0,10.0,3553.0,2.0,12.0,0.0,751.0,20,SL Benfica,Liga NOS,right,178.0,Diogo Gonçalves,Portugal,W
8.0,42.0,4.0,2463.0,0.0,18.0,1.0,877.0,7.0,36.0,4.0,1608.0,5.0,36.0,4.0,1483.0,1.0,14.0,0.0,418.0,,,,,25,SL Benfica,Liga NOS,right,179.0,Ola John,Netherlands  Liberia,W
11.0,51.0,13.0,4044.0,4.0,22.0,2.0,1117.0,11.0,38.0,13.0,3148.0,0.0,12.0,0.0,362.0,10.0,42.0,9.0,2902.0,3.0,18.0,5.0,1329.0,27,SL Benfica,Liga NOS,right,173.0,Eduardo Salvio,Argentina,W
1.0,11.0,1.0,421.0,4.0,31.0,8.0,2240.0,7.0,30.0,10.0,2056.0,0.0,11.0,5.0,911.0,0.0,10.0,1.0,183.0,0.0,5.0,1.0,164.0,21,SL Benfica,Liga NOS,left,178.0,Gabriel Barbosa,Brazil,W
0.0,1.0,0.0,25.0,1.0,25.0,5.0,1655.0,4.0,40.0,7.0,2550.0,8.0,27.0,12.0,2240.0,11.0,24.0,1.0,1583.0,3.0,12.0,1.0,641.0,21,SL Benfica,Liga NOS,left,169.0,Andrija Zivkovic,Serbia,W
9.0,42.0,14.0,3362.0,1.0,20.0,11.0,1675.0,4.0,32.0,5.0,1095.0,5.0,45.0,12.0,1715.0,3.0,32.0,11.0,1182.0,1.0,21.0,2.0,655.0,26,SL Benfica,Liga NOS,right,190.0,RaĂşl JimĂŠnez,Mexico,CF
6.0,27.0,11.0,1968.0,2.0,40.0,4.0,1859.0,8.0,34.0,11.0,2987.0,5.0,33.0,4.0,2567.0,0.0,29.0,4.0,1405.0,1.0,17.0,6.0,1151.0,25,SL Benfica,Liga NOS,left,185.0,Haris Seferovic,Switzerland  Bosnia-Herzegovina,CF
,,,,,,,,11.0,52.0,6.0,3085.0,2.0,20.0,2.0,1405.0,8.0,26.0,10.0,2234.0,5.0,21.0,3.0,1602.0,26,Sporting CP,Liga NOS,left,172.0,Marcos Acuña,Argentina,W
5.0,32.0,7.0,2047.0,1.0,15.0,4.0,870.0,1.0,19.0,3.0,718.0,4.0,29.0,5.0,1885.0,8.0,42.0,6.0,2773.0,0.0,19.0,2.0,880.0,29,Sporting CP,Liga NOS,left,178.0,Bruno César,Brazil  Italy,W
9.0,31.0,5.0,2544.0,7.0,28.0,6.0,2055.0,4.0,32.0,5.0,2189.0,15.0,46.0,13.0,3611.0,8.0,42.0,3.0,2707.0,0.0,3.0,0.0,38.0,32,Sporting CP,Liga NOS,left,188.0,Bryan Ruíz,Costa Rica,W
,,,,,,,,10.0,42.0,6.0,2518.0,4.0,42.0,7.0,1793.0,14.0,44.0,7.0,3642.0,6.0,23.0,6.0,1897.0,22,Sporting CP,Liga NOS,right,173.0,Gelson Martins,Portugal  Cape Verde,W
1.0,10.0,0.0,444.0,2.0,39.0,10.0,2777.0,8.0,36.0,5.0,2418.0,13.0,34.0,10.0,2513.0,9.0,30.0,8.0,2564.0,1.0,8.0,0.0,259.0,23,Sporting CP,Liga NOS,left,174.0,Iuri Medeiros,Portugal,W
3.0,33.0,12.0,2360.0,1.0,15.0,5.0,723.0,7.0,36.0,20.0,2506.0,2.0,31.0,10.0,1965.0,7.0,43.0,37.0,3667.0,2.0,23.0,16.0,1839.0,28,Sporting CP,Liga NOS,right,196.0,Bas Dost,Netherlands,CF
2.0,9.0,4.0,383.0,9.0,27.0,20.0,2023.0,5.0,34.0,13.0,1834.0,5.0,25.0,11.0,1650.0,2.0,34.0,21.0,1903.0,1.0,13.0,2.0,404.0,29,Sporting CP,Liga NOS,both,179.0,Seydou Doumbia,Cote d'Ivoire,CF
3.0,37.0,11.0,2817.0,7.0,24.0,5.0,1328.0,2.0,31.0,3.0,1796.0,1.0,31.0,6.0,1650.0,15.0,30.0,8.0,2233.0,0.0,2.0,0.0,122.0,27,SC Braga,Liga NOS,right,179.0,Wilson Eduardo,Portugal  Angola,W
0.0,23.0,2.0,931.0,0.0,37.0,4.0,2164.0,2.0,43.0,15.0,3524.0,1.0,24.0,1.0,1092.0,3.0,36.0,8.0,2647.0,5.0,23.0,4.0,1187.0,24,SC Braga,Liga NOS,right,178.0,Fábio Martins,Portugal  Brazil,W
2.0,20.0,2.0,1409.0,2.0,16.0,5.0,1024.0,4.0,35.0,5.0,2327.0,0.0,14.0,2.0,1006.0,1.0,10.0,0.0,166.0,1.0,16.0,1.0,816.0,24,SC Braga,Liga NOS,right,177.0,João Teixeira,Portugal,W
4.0,33.0,17.0,2684.0,0.0,40.0,16.0,3440.0,4.0,34.0,0.0,2859.0,2.0,15.0,0.0,1210.0,3.0,25.0,1.0,1963.0,8.0,25.0,1.0,2190.0,24,SC Braga,Liga NOS,right,173.0,Ricardo Esgaio,Portugal,W
,,,,,,,,,,,,0.0,4.0,0.0,139.0,7.0,34.0,11.0,2434.0,3.0,20.0,2.0,1275.0,20,SC Braga,Liga NOS,left,179.0,Xadas,Portugal,W
,,,,0.0,0.0,0.0,0.0,7.0,27.0,6.0,1889.0,13.0,30.0,8.0,2181.0,0.0,10.0,4.0,603.0,1.0,5.0,2.0,213.0,21,SC Braga,Liga NOS,left,180.0,Robert Muric,Croatia,W
,,,,,,,,,,,,,,,,1.0,19.0,2.0,1519.0,0.0,5.0,0.0,380.0,20,SC Braga,Liga NOS,left,173.0,Erick,Brazil,W
0.0,25.0,10.0,1510.0,2.0,36.0,6.0,2470.0,2.0,35.0,15.0,2343.0,8.0,46.0,15.0,3432.0,5.0,23.0,4.0,1573.0,1.0,21.0,4.0,1234.0,24,SC Braga,Liga NOS,right,191.0,Ahmed Hassan,Egypt,CF
1.0,22.0,4.0,1374.0,1.0,30.0,7.0,2448.0,3.0,23.0,6.0,1440.0,3.0,36.0,12.0,2449.0,2.0,21.0,8.0,1462.0,2.0,12.0,7.0,596.0,28,SC Braga,Liga NOS,right,190.0,Dyego Sousa,Brazil,CF
,,,,,,,,0.0,0.0,0.0,0.0,0.0,16.0,5.0,962.0,7.0,40.0,4.0,2200.0,3.0,24.0,11.0,2123.0,20,Vitória Guimarães SC,Liga NOS,left,176.0,Raphinha,Brazil  Italy,W
0.0,32.0,5.0,2034.0,5.0,31.0,11.0,2215.0,1.0,18.0,1.0,680.0,4.0,27.0,5.0,1828.0,6.0,33.0,2.0,2313.0,6.0,17.0,4.0,1200.0,29,Vitória Guimarães SC,Liga NOS,right,174.0,Héldon,Cape Verde  South Africa,W
0.0,1.0,0.0,20.0,1.0,17.0,0.0,689.0,4.0,36.0,2.0,2320.0,6.0,48.0,5.0,3736.0,2.0,31.0,2.0,2006.0,1.0,9.0,0.0,420.0,23,Vitória Guimarães SC,Liga NOS,both,183.0,Fábio Sturgeon,Portugal  England,W
,,,,,,,,,,,,0.0,5.0,3.0,158.0,3.0,39.0,2.0,2558.0,2.0,17.0,1.0,740.0,20,Vitória Guimarães SC,Liga NOS,left,179.0,Hélder Ferreira,Portugal,W
,,,,,,,,0.0,22.0,2.0,1186.0,0.0,29.0,2.0,1397.0,0.0,16.0,1.0,667.0,0.0,5.0,0.0,256.0,20,Vitória Guimarães SC,Liga NOS,right,177.0,Xande Silva,Portugal  Angola,W
0.0,17.0,3.0,802.0,1.0,23.0,7.0,1620.0,0.0,17.0,4.0,1036.0,4.0,27.0,1.0,1345.0,0.0,11.0,1.0,585.0,4.0,10.0,1.0,785.0,24,Vitória Guimarães SC,Liga NOS,right,185.0,Junior Tallo,Cote d'Ivoire,CF
0.0,38.0,12.0,2114.0,3.0,33.0,7.0,1462.0,3.0,28.0,9.0,1859.0,0.0,15.0,2.0,952.0,2.0,24.0,6.0,1183.0,0.0,5.0,2.0,283.0,26,Vitória Guimarães SC,Liga NOS,right,181.0,David Texeira,Uruguay,CF
0.0,1.0,0.0,44.0,,,,,5.0,44.0,8.0,1902.0,3.0,11.0,2.0,750.0,2.0,25.0,2.0,1664.0,0.0,7.0,2.0,365.0,23,Vitória Guimarães SC,Liga NOS,,185.0,Sebastián Rincón,Colombia,CF
,,,,,,,,1.0,6.0,1.0,359.0,0.0,6.0,2.0,356.0,,,,,2.0,14.0,3.0,870.0,20,Vitória Guimarães SC,Liga NOS,left,182.0,Óscar Estupiñán,Colombia,CF
,,,,1.0,32.0,15.0,2510.0,0.0,17.0,1.0,629.0,1.0,31.0,20.0,2479.0,1.0,20.0,3.0,1177.0,1.0,19.0,5.0,1125.0,28,Vitória Guimarães SC,Liga NOS,right,177.0,Rafael Martins,Brazil,CF
,,,,0.0,1.0,0.0,12.0,1.0,8.0,2.0,513.0,0.0,8.0,0.0,175.0,3.0,19.0,6.0,1259.0,1.0,10.0,1.0,438.0,22,GD Chaves,Liga NOS,right,171.0,Jorginho,Portugal  Guinea-Bissau,W
,,,,,,,,,,,,1.0,39.0,7.0,2735.0,6.0,45.0,6.0,3028.0,3.0,14.0,1.0,1010.0,26,GD Chaves,Liga NOS,right,177.0,Davidson,Brazil,W
,,,,1.0,4.0,0.0,89.0,3.0,11.0,1.0,629.0,6.0,30.0,13.0,1801.0,7.0,23.0,9.0,1649.0,1.0,10.0,0.0,610.0,21,GD Chaves,Liga NOS,left,175.0,Matheus Pereira,Brazil,W
0.0,6.0,0.0,300.0,0.0,1.0,0.0,120.0,2.0,35.0,1.0,2030.0,4.0,29.0,5.0,1978.0,4.0,37.0,6.0,2721.0,0.0,9.0,0.0,390.0,26,GD Chaves,Liga NOS,right,185.0,Perdigão,Brazil,W
,,,,,,,,,,,,0.0,13.0,3.0,954.0,1.0,15.0,1.0,663.0,0.0,10.0,0.0,442.0,23,GD Chaves,Liga NOS,right,175.0,Hamdou Elhouni,Libya,W
0.0,29.0,10.0,1470.0,0.0,17.0,1.0,718.0,1.0,40.0,11.0,2170.0,6.0,46.0,17.0,3711.0,1.0,28.0,7.0,1574.0,1.0,6.0,2.0,495.0,27,GD Chaves,Liga NOS,right,178.0,Platiny,Brazil,CF
3.0,14.0,4.0,848.0,7.0,34.0,8.0,2851.0,1.0,41.0,8.0,2283.0,5.0,33.0,9.0,2242.0,2.0,28.0,4.0,1716.0,0.0,9.0,4.0,768.0,26,GD Chaves,Liga NOS,right,182.0,William,Brazil,CF
0.0,2.0,0.0,29.0,8.0,38.0,21.0,2967.0,5.0,37.0,15.0,2882.0,2.0,13.0,3.0,876.0,0.0,3.0,0.0,118.0,0.0,3.0,0.0,69.0,27,GD Chaves,Liga NOS,right,180.0,Jordán,Colombia,CF
3.0,30.0,6.0,1897.0,1.0,21.0,1.0,1259.0,2.0,15.0,1.0,1033.0,3.0,25.0,3.0,1379.0,3.0,29.0,4.0,1951.0,0.0,2.0,0.0,33.0,29,CS Marítimo,Liga NOS,both,180.0,Gevorg Ghazaryan,Armenia,W
,,,,1.0,35.0,1.0,1881.0,1.0,38.0,19.0,3000.0,3.0,34.0,6.0,2083.0,0.0,32.0,4.0,1830.0,2.0,20.0,5.0,1541.0,26,CS Marítimo,Liga NOS,right,181.0,Ricardo Valente,Portugal,W
0.0,0.0,0.0,0.0,,,,,0.0,25.0,2.0,1426.0,0.0,35.0,2.0,2624.0,4.0,36.0,7.0,3083.0,2.0,14.0,1.0,558.0,28,CS Marítimo,Liga NOS,left,179.0,Ibson,Brazil,W
0.0,8.0,0.0,321.0,0.0,19.0,6.0,1020.0,6.0,36.0,5.0,2452.0,8.0,36.0,6.0,2932.0,7.0,31.0,2.0,2372.0,3.0,19.0,2.0,1440.0,30,CS Marítimo,Liga NOS,right,177.0,Edgar Costa,Portugal,W
0.0,15.0,3.0,683.0,1.0,34.0,4.0,2316.0,0.0,24.0,2.0,1540.0,0.0,28.0,3.0,1088.0,1.0,29.0,4.0,1675.0,0.0,7.0,0.0,431.0,24,CS Marítimo,Liga NOS,left,173.0,Piqueti,Guinea-Bissau  Portugal,W
,,,,,,,,,,,,,,,,,,,,0.0,5.0,0.0,247.0,22,CS Marítimo,Liga NOS,left,171.0,Gildo Vilanculos,Mozambique,W
,,,,,,,,,,,,0.0,16.0,1.0,653.0,0.0,21.0,8.0,670.0,2.0,20.0,8.0,1511.0,26,CS Marítimo,Liga NOS,left,185.0,Rodrigo Pinho,Brazil  Germany,CF
1.0,36.0,9.0,2622.0,1.0,24.0,3.0,432.0,2.0,24.0,1.0,1453.0,0.0,9.0,0.0,557.0,1.0,6.0,0.0,143.0,,,,,26,CS Marítimo,Liga NOS,right,193.0,Amido Baldé,Guinea-Bissau  Portugal,CF
4.0,20.0,2.0,979.0,2.0,31.0,4.0,1952.0,4.0,35.0,9.0,2191.0,5.0,31.0,8.0,2266.0,3.0,35.0,5.0,1914.0,0.0,7.0,0.0,233.0,26,CS Marítimo,Liga NOS,right,187.0,Viktor Lundberg,Sweden,CF
,,,,,,,,,,,,,,,,,,,,1.0,16.0,1.0,619.0,24,CS Marítimo,Liga NOS,right,186.0,Everton,Brazil,CF
1.0,29.0,8.0,2151.0,1.0,28.0,3.0,1396.0,0.0,22.0,2.0,1513.0,1.0,18.0,0.0,1571.0,3.0,36.0,1.0,2649.0,2.0,16.0,2.0,1434.0,30,Rio Ave FC,Liga NOS,right,175.0,Rúben Ribeiro,Portugal,W
,,,,2.0,12.0,4.0,1016.0,7.0,36.0,8.0,2549.0,1.0,8.0,2.0,592.0,4.0,31.0,0.0,2080.0,2.0,15.0,1.0,497.0,22,Rio Ave FC,Liga NOS,left,176.0,Nuno Santos,Portugal,W
,,,,0.0,11.0,2.0,648.0,4.0,23.0,2.0,1214.0,0.0,1.0,0.0,20.0,0.0,1.0,0.0,30.0,0.0,17.0,2.0,1033.0,24,Rio Ave FC,Liga NOS,right,173.0,Óscar Barreto,Colombia,W
,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,31.0,21,Rio Ave FC,Liga NOS,right,171.0,Gabrielzinho,Brazil,W
0.0,14.0,1.0,493.0,0.0,48.0,8.0,2227.0,1.0,35.0,10.0,1947.0,3.0,33.0,9.0,1869.0,3.0,35.0,8.0,2175.0,1.0,14.0,5.0,1053.0,30,Rio Ave FC,Liga NOS,right,184.0,Hélder Guedes,Portugal,CF
1.0,25.0,4.0,1404.0,3.0,40.0,9.0,2542.0,4.0,30.0,3.0,2087.0,2.0,36.0,6.0,2355.0,2.0,36.0,7.0,2647.0,1.0,10.0,0.0,432.0,27,Rio Ave FC,Liga NOS,right,185.0,Anastasios Karamanos,Greece,CF
1.0,31.0,3.0,2518.0,2.0,34.0,8.0,2181.0,0.0,29.0,1.0,1520.0,5.0,35.0,3.0,1974.0,0.0,19.0,1.0,900.0,0.0,3.0,0.0,53.0,29,Rio Ave FC,Liga NOS,right,183.0,Yazalde,Guinea-Bissau  Portugal,CF
,,,,0.0,38.0,12.0,3281.0,3.0,27.0,7.0,2085.0,1.0,34.0,4.0,2557.0,1.0,28.0,8.0,1359.0,0.0,15.0,1.0,894.0,28,Boavista Porto FC,Liga NOS,right,181.0,Kuca,Cape Verde,W
2.0,27.0,8.0,1771.0,0.0,11.0,2.0,590.0,,,,,1.0,17.0,5.0,1286.0,7.0,37.0,3.0,2639.0,0.0,13.0,2.0,723.0,33,Boavista Porto FC,Liga NOS,right,176.0,Mateus,Angola  Portugal,W
0.0,26.0,2.0,1588.0,0.0,12.0,0.0,429.0,5.0,23.0,3.0,1339.0,6.0,29.0,4.0,1672.0,2.0,34.0,4.0,2683.0,1.0,12.0,3.0,1044.0,26,Boavista Porto FC,Liga NOS,right,175.0,Renato Santos,Portugal,W
0.0,2.0,0.0,1.0,0.0,7.0,0.0,528.0,0.0,7.0,0.0,253.0,13.0,36.0,8.0,2904.0,0.0,19.0,7.0,1265.0,0.0,5.0,0.0,45.0,25,Boavista Porto FC,Liga NOS,right,180.0,Ricardo Clarke,Panama,W
,,,,,,,,0.0,6.0,1.0,292.0,0.0,5.0,1.0,281.0,2.0,35.0,14.0,1914.0,0.0,7.0,1.0,213.0,19,Boavista Porto FC,Liga NOS,right,182.0,Rui Pedro,Portugal,CF
,,,,,,,,0.0,6.0,5.0,474.0,1.0,25.0,9.0,1332.0,4.0,35.0,12.0,2307.0,0.0,8.0,0.0,342.0,21,Boavista Porto FC,Liga NOS,right,185.0,Leonardo Ruiz,Colombia,CF
0.0,7.0,0.0,345.0,,,,,1.0,23.0,9.0,1752.0,0.0,3.0,0.0,195.0,0.0,20.0,2.0,1431.0,1.0,6.0,0.0,406.0,24,Boavista Porto FC,Liga NOS,left,188.0,Iván Bulos,Peru,CF
,,,,0.0,8.0,0.0,417.0,0.0,17.0,1.0,1060.0,0.0,2.0,0.0,142.0,0.0,13.0,0.0,758.0,0.0,3.0,0.0,111.0,23,Boavista Porto FC,Liga NOS,both,188.0,Yusupha Njie,The Gambia,CF
,,,,0.0,5.0,0.0,184.0,1.0,4.0,1.0,272.0,4.0,42.0,1.0,2631.0,5.0,39.0,7.0,3006.0,0.0,10.0,1.0,493.0,24,FC Paços de Ferreira,Liga NOS,right,185.0,Diego Medeiros,Brazil,W
0.0,19.0,0.0,588.0,0.0,36.0,0.0,2152.0,3.0,44.0,9.0,3429.0,4.0,20.0,1.0,779.0,5.0,34.0,1.0,1770.0,5.0,17.0,1.0,1307.0,25,FC Paços de Ferreira,Liga NOS,right,176.0,António Xavier,Portugal,W
,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,31.0,23,FC Paços de Ferreira,Liga NOS,left,181.0,Hêndrio,Brazil,W
0.0,5.0,0.0,160.0,2.0,21.0,2.0,718.0,2.0,21.0,6.0,927.0,0.0,10.0,0.0,232.0,6.0,32.0,6.0,2159.0,3.0,14.0,1.0,878.0,22,FC Paços de Ferreira,Liga NOS,right,179.0,Awer Mabil,Australia  Southern Sudan,W
,,,,1.0,9.0,2.0,580.0,,,,,,,,,6.0,33.0,16.0,2761.0,0.0,15.0,4.0,1108.0,25,FC PaĂ§os de Ferreira,Liga NOS,left,180.0,Welthon,Brazil,CF
0.0,13.0,1.0,663.0,1.0,20.0,1.0,825.0,1.0,31.0,14.0,2330.0,5.0,47.0,23.0,3709.0,,,,,3.0,15.0,1.0,583.0,30,FC Paços de Ferreira,Liga NOS,right,185.0,Bruno Moreira,Portugal,CF
0.0,3.0,0.0,23.0,0.0,31.0,7.0,2198.0,2.0,35.0,16.0,2509.0,0.0,14.0,1.0,450.0,0.0,13.0,3.0,567.0,0.0,11.0,3.0,419.0,24,FC Paços de Ferreira,Liga NOS,right,188.0,Luiz Phellype,Brazil,CF
9.0,41.0,17.0,3674.0,1.0,27.0,5.0,2169.0,9.0,33.0,7.0,2702.0,5.0,33.0,6.0,2182.0,7.0,29.0,3.0,1859.0,0.0,7.0,0.0,199.0,28,CF Belenenses,Liga NOS,right,174.0,Miguel Rosa,Portugal,W
2.0,20.0,3.0,1096.0,4.0,28.0,4.0,1838.0,0.0,19.0,0.0,836.0,1.0,3.0,1.0,152.0,3.0,30.0,8.0,2470.0,0.0,7.0,1.0,346.0,26,CF Belenenses,Liga NOS,right,171.0,Roni,Brazil,W
1.0,32.0,4.0,2588.0,4.0,31.0,4.0,2275.0,7.0,37.0,1.0,2547.0,1.0,11.0,2.0,419.0,1.0,24.0,5.0,1546.0,1.0,13.0,0.0,1024.0,27,CF Belenenses,Liga NOS,right,174.0,Diogo Viana,Portugal,W
0.0,38.0,7.0,3168.0,2.0,29.0,4.0,1898.0,5.0,18.0,2.0,1246.0,0.0,2.0,0.0,180.0,4.0,33.0,2.0,2770.0,0.0,4.0,0.0,273.0,27,CF Belenenses,Liga NOS,right,170.0,Fredy,Angola  Portugal,W
,,,,,,,,,,,,,,,,0.0,8.0,0.0,258.0,1.0,12.0,1.0,464.0,20,CF Belenenses,Liga NOS,right,,Benny,Portugal,W
0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,,,,,3.0,42.0,6.0,2279.0,3.0,12.0,6.0,930.0,2.0,16.0,1.0,1228.0,23,CF Belenenses,Liga NOS,left,189.0,Maurides,Brazil,CF
